Boss,Subordinate,Immediate?
701,55180,0
113114,98889,0
4671,899,0
27104,11401,1
76045,2786,0
76045,18400,0
304,1004,0
20805,14697,1
35981,12620,0
20805,4682,0
35981,2499,0
20805,3430,1
76045,54116,0
27104,11384,0
20805,1170,1
19235,63774,0
27104,5670,0
755,4802,0
19385,101851,0
755,40214,0
40164,40502,0
14758,5914,0
20805,59368,0
35981,40253,0
40164,605,0
3427,36911,0
27104,111066,0
40164,618,0
471,114589,0
1055,20464,0
26999,11351,1
20805,2712,0
20805,51885,0
111575,34357,0
896,12613,0
27104,12617,0
18590,87088,0
2273,40160,1
40164,19965,1
27104,12687,0
81543,1498,1
46153,3023,1
896,52590,0
40164,104334,0
20805,94771,0
2937,5946,0
19235,5075,0
20805,5265,0
48944,98809,0
2273,2525,0
2273,13643,1
113114,29554,0
76045,11350,0
27104,113147,0
40164,2469,0
2937,25496,0
20805,12504,0
76045,3356,0
76045,52850,0
755,18285,0
76045,111231,0
2273,76020,0
19235,1794,0
2551,35885,1
2273,81145,0
46153,36061,0
20805,4866,0
20805,2157,0
35981,49232,0
113114,106850,0
56729,98445,0
40164,11806,0
76045,729,0
14758,2683,1
60289,115005,0
896,360,0
2273,1505,0
471,58777,0
827,384,1
3337,36174,1
896,20602,0
48944,14697,0
40164,30898,0
20805,3667,0
40164,35981,1
2551,104837,1
27104,93669,0
27104,3626,0
36162,108729,1
755,97374,0
40164,20874,0
20805,117805,0
40164,27305,0
4671,80754,0
20805,75627,0
2437,6471,1
46153,94556,0
755,79993,0
35981,3774,0
3209,5406,0
27104,47932,0
76045,40541,0
2712,2793,1
896,117270,0
76045,527,0
35981,1384,0
40164,20200,0
35981,19385,0
40164,111105,1
7319,247,1
76045,22960,0
48944,89238,0
2273,12467,0
896,1599,0
101091,41201,1
701,59300,0
102777,649,1
92989,69521,1
2273,70659,1
27104,47034,0
896,1454,0
111313,6055,0
755,47364,0
20805,19760,0
20805,59673,0
1599,101784,0
755,87574,1
20805,72545,0
14758,45006,0
20805,70301,0
13904,54375,0
76045,104097,0
19235,94841,0
113114,827,0
755,27763,0
40164,1299,0
2273,26999,0
896,3000,0
27104,29554,0
54091,86554,0
4827,36177,0
896,64581,0
40164,2998,0
896,28830,0
2273,5470,0
40153,35927,1
27104,40214,0
113114,11220,0
1393,6471,1
14758,21660,0
5063,1990,1
40164,1192,1
76045,89029,0
1055,112831,0
111573,54121,0
896,26891,0
76045,77063,0
48944,29146,0
76045,79993,0
113114,2480,0
40164,42489,0
40164,26913,0
76045,1505,0
4671,11207,0
113114,111066,0
1124,80754,0
40164,4367,0
7319,27421,1
20805,1337,0
27104,3056,0
18477,96413,0
4671,1507,1
16611,11194,0
27021,3071,0
755,1990,1
2273,106850,0
40164,2506,0
701,75343,0
1786,2619,1
755,74694,0
76045,1219,0
2273,5914,0
113114,40221,0
43716,22190,0
755,66114,0
75322,28830,0
701,888,0
896,15344,0
1492,79515,0
2273,55733,0
7319,13822,1
14758,53703,0
1055,2226,0
40164,2344,1
20805,1004,0
76045,35985,0
76045,44892,0
701,30317,0
40164,36675,0
232,103676,0
76045,28830,0
4780,94556,0
35981,970,0
20805,893,0
755,5946,0
76045,41766,0
49468,13822,0
40164,94771,0
2273,88727,0
2937,67858,0
2378,64528,1
92989,75391,0
76045,70330,0
40164,63574,1
27104,81151,0
27104,89380,0
76045,11838,0
755,21930,0
2378,6716,1
2273,36162,1
27104,19104,0
1756,830,0
35981,4281,0
20805,35931,1
304,2210,0
14758,111102,0
755,61026,0
40164,21660,0
102777,6095,1
4671,2366,0
20805,96226,0
40164,12106,1
113114,101851,0
102777,3231,1
18327,263,1
113114,91168,0
755,112282,0
76045,506,0
755,53371,0
4671,32891,0
11460,1337,1
63574,3082,1
270,3720,1
896,18785,0
40164,2340,0
2273,89341,0
40164,2789,0
1055,26990,0
53860,79163,1
40164,65293,0
755,81612,0
20805,29845,0
4780,75627,1
40164,4888,0
113114,27021,0
14758,47034,1
94774,117311,0
701,65925,0
40164,75627,0
896,21660,0
113114,6299,0
18327,117311,1
41637,43184,0
755,64231,0
2273,33028,1
1599,2399,1
27104,11441,0
2273,27027,0
304,6293,0
896,1192,0
4682,12771,0
19235,2683,0
755,1141,0
270,31388,1
5063,18989,1
20805,41637,0
755,2525,0
40164,81031,0
304,27324,0
56700,3588,0
40164,18307,1
755,19104,0
2273,5611,0
701,65392,0
896,2202,0
113114,71544,0
27104,75322,0
81543,11290,1
701,85971,0
5406,116854,0
31379,27313,1
3330,106730,1
20805,14292,0
76045,18407,0
40164,21081,1
35981,101246,0
579,54375,0
2273,704,0
2273,15344,0
76045,66114,0
19235,838,1
896,788,0
35981,3023,0
20805,2930,0
40164,2542,0
27104,35879,0
19235,39647,0
2273,1246,0
20805,2819,0
35981,118710,0
76045,40870,0
755,18460,0
14758,765,0
755,3471,1
896,2286,0
76045,28977,0
27104,12106,1
2273,101095,0
40164,39647,0
40164,64276,1
3394,45915,1
113114,113060,0
113114,5622,0
35981,3330,0
102777,11442,1
896,118963,0
40164,3004,0
905,2909,1
755,1005,0
20805,29136,0
20805,109670,0
701,3188,0
3209,2001,0
1055,11219,0
1599,2844,1
40164,2909,0
113114,89761,0
2243,6095,1
12850,88504,0
896,71482,0
40164,3515,0
27104,492,0
755,52258,0
76045,96306,0
701,36911,0
40164,13697,0
113114,2834,0
20805,27071,0
46153,79848,0
49468,112745,0
40164,1996,0
40164,42936,0
2273,12628,1
76045,14326,0
18590,4960,0
27104,16598,0
27104,697,0
2273,117805,0
27104,19731,0
113114,1436,0
3427,3189,0
755,95151,0
40164,96236,0
12008,8466,0
2551,20026,1
18590,111166,1
76045,38633,1
40164,3071,1
2273,27071,0
2937,112733,0
896,18458,0
2726,85678,0
755,40253,0
27104,99507,0
113114,2390,0
40164,18384,0
2273,2149,1
18477,1052,0
27104,53860,0
17939,2506,0
755,57909,1
19235,29551,0
2390,490,0
20805,1503,0
270,35923,1
755,51885,0
20805,4888,0
5140,27421,1
76045,1599,0
18327,94774,1
27104,3000,0
20805,40914,0
35981,40539,0
76045,76849,0
25104,47034,0
76045,30323,0
2273,861,0
896,5416,0
1994,3039,0
35923,5978,1
2273,104258,0
20805,63556,0
18327,18405,1
20805,111850,0
471,8252,0
2273,49232,1
27104,3506,0
755,36174,1
3209,20874,0
896,13449,0
40164,113147,1
805,40214,1
701,2226,1
46153,1990,1
20805,932,1
76028,75518,1
12008,2455,0
19235,3626,1
20805,21063,0
113114,5379,0
76063,21562,0
20805,40221,0
113114,3679,0
304,72661,0
2273,2940,0
76045,93599,0
76045,22719,0
304,4720,0
40164,108937,0
40164,1990,1
755,2589,0
3209,3720,0
755,21348,0
76045,93680,0
755,64581,0
40164,5389,0
76045,51217,0
35981,92391,0
27104,77118,0
755,77143,0
2273,18656,1
1055,40266,0
35981,27021,0
896,75969,0
75322,101784,0
896,17312,0
755,15260,0
48944,99811,0
1055,506,0
40164,2149,0
20805,111168,0
4671,25337,1
896,5063,0
701,77007,0
76045,63574,1
40164,13733,0
76045,108729,0
40164,3374,1
20805,27027,0
14758,72195,1
35981,77118,0
17939,48770,0
3715,90204,0
755,29549,0
40164,71701,0
75322,11568,0
35981,2272,0
56700,2506,0
35981,4741,0
49468,78024,0
35981,2417,0
896,104362,0
3427,35985,0
40164,6475,0
113114,12850,0
4671,742,0
20805,3429,0
76045,12504,0
27104,85678,0
76045,120911,0
755,55131,0
896,77063,0
40164,107214,1
2273,24435,0
76045,2226,0
40164,27071,0
35981,58058,0
896,47747,0
17939,76115,0
25337,113821,1
755,321,0
40164,5075,1
35981,1160,0
18511,36528,0
113114,2525,0
20805,10450,0
27104,33554,0
76045,64528,0
113114,492,0
40164,72908,0
113114,80043,0
18477,114621,0
12008,5425,0
40164,2112,0
2437,1578,1
896,11220,0
905,2376,0
35981,92989,0
20805,48612,0
270,5978,1
896,62410,0
2273,2524,0
76045,1246,0
76045,6651,0
896,732,0
2937,104362,0
755,617,0
5063,5914,1
20805,18384,0
40164,146,0
27104,30637,0
755,96226,1
896,2343,0
20805,76189,1
40164,5357,0
389,11412,0
2273,1286,0
76045,103347,0
755,12279,0
755,36138,0
3427,21265,0
18590,600,0
20805,40168,0
18477,113821,0
18327,2564,1
40164,11428,0
2273,63574,1
14758,36061,0
48944,11428,0
76045,22190,0
5063,101080,1
701,28436,0
755,101851,0
19235,146,0
4671,26989,0
12008,37772,0
35981,104094,0
81543,27421,0
40164,8970,0
896,53371,0
20805,28183,0
2273,4281,0
35981,1016,0
40164,112389,0
27104,199,0
35981,101851,0
40164,43819,0
896,3679,0
3209,115336,0
20805,94632,0
35981,26891,0
1413,3625,0
3209,3381,0
4671,75322,0
2273,89029,0
755,107148,0
40164,116854,0
27104,93892,0
15063,76977,0
755,26954,0
20805,15112,0
20805,20607,0
35981,2082,0
40164,3443,1
76028,29136,1
76045,40281,0
755,19482,0
2273,55055,0
40164,13657,0
4671,471,0
4827,35845,0
20805,35990,0
20805,26999,1
2273,77118,0
270,58777,0
270,94080,0
75322,34357,0
4671,33060,1
20805,35879,0
27104,52588,0
27104,2502,0
35981,1756,0
896,3082,0
701,97304,0
18466,706,0
755,105687,0
113114,2796,0
40164,65542,0
270,6475,1
27104,2485,0
35981,100141,0
35981,47747,0
76063,33188,0
46153,114136,0
76045,2373,0
46153,31324,0
755,1944,1
2273,360,0
755,3756,0
20805,1141,1
27104,2340,1
76063,75518,0
20805,64055,0
896,18370,0
896,96918,0
20805,949,1
18477,905,0
35981,1768,0
40164,26963,0
35981,788,0
2273,54439,0
27104,6066,0
76045,891,0
2937,111066,0
27104,64231,0
755,1206,1
20805,2683,0
27104,830,1
76045,66172,0
14758,55055,1
40164,40160,1
2273,96226,0
701,5629,0
76045,3000,0
3025,1653,1
76045,3242,0
40164,2148,0
2841,20455,1
92989,35894,1
76045,1393,0
701,88876,0
20805,27066,0
102777,27324,1
48944,2226,1
2273,788,1
20805,713,1
48944,109670,0
20805,112401,0
19235,11220,1
40196,85328,1
20805,68398,0
116854,52772,0
40164,3068,1
27104,18533,1
40164,182,0
755,30637,0
4682,40599,1
19235,71160,0
76045,28940,1
27104,25397,0
20805,1003,0
111575,1052,0
20805,72908,1
14758,106730,0
76045,114746,0
2483,69611,0
1055,836,0
35981,96252,0
20805,2112,0
20805,11194,0
896,1244,0
20805,65026,0
19385,765,0
701,5906,0
113114,18785,0
270,7262,0
701,3326,0
2273,2980,0
755,40537,1
20805,5914,0
2273,8105,0
8252,79515,0
76045,5470,0
755,75228,0
4780,65367,1
27104,89452,0
78254,1021,0
755,13951,0
755,6066,0
14758,146,0
19235,492,1
755,12435,0
20805,95824,0
35845,1996,0
40164,2786,0
30174,4759,1
35981,3664,0
20805,108366,0
105707,2107,0
27104,100659,0
35981,27008,0
2273,11384,0
2243,88876,0
18477,25337,0
4671,52772,0
76045,91386,0
2273,2310,1
27104,4888,0
2483,33188,0
40164,4667,0
701,60289,0
896,2855,0
3720,31388,1
2273,117258,0
20805,321,0
27104,79848,0
896,92989,0
113114,89580,0
40221,3408,1
896,1564,0
20805,5470,0
76045,75969,0
113114,2990,0
35981,117805,0
1994,3682,0
35981,1994,0
27104,2163,0
1055,13657,0
701,12577,1
113114,37125,0
4671,344,0
35981,2344,0
76045,104307,0
35981,98324,0
20805,1847,0
18477,9440,0
35981,51460,0
1055,120808,0
20805,4720,0
20805,3500,0
3161,3215,1
113114,796,0
20805,112389,0
18327,3381,1
40164,6403,0
20805,22395,0
18590,93892,0
46153,99507,1
896,88727,0
40164,27104,1
102777,12202,1
755,27903,0
755,2524,1
40164,40870,0
27104,21081,0
20805,27763,0
40164,26999,0
113114,18340,0
27104,107214,0
40164,64834,0
896,26856,0
76045,27008,0
19235,108805,0
35981,2796,0
896,55733,0
2273,2362,0
102777,2469,1
20805,73324,0
1004,12268,0
113114,6120,0
102777,63675,1
471,1498,0
896,8105,0
20805,73725,0
701,40870,0
2273,111573,0
14758,103674,0
40164,3763,0
896,11334,0
755,1456,1
304,7549,0
76045,28331,0
4671,4027,0
40164,64055,0
27104,113060,0
46153,18458,1
76045,3363,0
40164,69521,0
40164,43184,0
20805,75502,0
19235,6716,1
63574,22022,1
49468,21081,0
20805,94397,0
701,35985,0
20805,75391,0
35981,1005,0
40164,392,0
113114,71482,0
304,1435,0
270,742,1
2243,30076,1
20805,2485,0
4671,851,0
4671,12931,0
76045,1706,0
1004,43350,0
20805,120936,0
2273,29545,1
14758,5063,1
76045,81145,0
40164,4857,1
49468,94555,0
20805,4027,0
35981,69005,0
20805,1751,1
27104,1384,0
49468,6475,0
16611,66689,0
2551,19697,1
18327,5406,0
755,3023,0
304,63675,0
63797,119430,0
14758,29551,0
20805,36061,0
40164,96918,0
701,3782,0
113114,25496,0
16611,81145,0
2273,117270,0
2273,104720,0
2273,45013,0
27104,54116,0
113114,46153,0
20805,75346,0
102777,2964,1
40164,56703,0
43350,2659,0
2273,4894,0
304,2835,0
20805,3583,0
3209,85737,0
40164,1349,0
755,2202,1
6066,2491,1
19235,79163,0
896,1286,0
76045,11207,0
35981,2525,0
76045,12467,0
27104,11358,0
20805,1212,0
755,11220,0
4671,18460,0
755,360,1
20805,47364,0
4671,81145,0
20805,3345,0
27104,52850,0
27104,2796,0
35981,1990,0
40196,64055,0
755,43593,0
76045,818,0
35981,5075,0
35981,76020,0
113114,2502,0
113114,52588,0
27104,887,0
2273,5622,1
27104,6010,0
755,70406,0
76045,12431,0
2273,113147,0
20805,1391,1
76045,1320,0
755,111168,0
27021,713,1
701,674,0
26999,30637,1
46153,79993,0
27104,88727,0
40164,16598,0
27104,1281,0
18422,706,1
20805,752,0
76045,112675,0
113114,74775,0
20805,1677,0
896,43896,0
20805,30898,0
2273,1160,0
3209,40190,0
113114,93892,0
20805,18427,1
40164,8866,0
1848,1855,1
20805,30787,0
76045,3574,0
40164,27763,1
40164,67858,1
896,13971,0
27104,19220,0
35981,91386,1
270,12205,1
2273,6066,1
49468,12205,0
1599,899,1
35901,106180,1
20805,2167,0
40164,1761,0
113114,107148,0
102777,77020,1
30174,18400,0
20805,3209,1
20805,43716,0
20805,108937,0
76045,3766,0
20805,25337,0
3209,3646,1
27313,79993,0
105707,11317,1
102777,3336,0
1055,13726,0
701,5978,0
19235,1436,0
4780,53371,0
896,1944,0
2243,2772,1
27104,6471,0
20805,2362,0
40164,5355,0
20805,89761,1
104783,2926,0
2712,3424,1
76045,106730,0
27104,5090,0
2273,73955,0
896,6186,0
40164,70301,0
27104,15227,0
35981,26999,0
113114,77748,0
1635,27889,0
113114,6428,0
896,67858,0
113114,81151,0
40164,57909,0
12008,264,0
2273,96870,0
113114,27313,0
40164,18466,0
3740,4871,0
48944,32178,0
20805,392,0
1055,51399,0
76045,85399,0
11412,2230,0
20805,64834,0
48944,5492,0
755,33028,0
40164,1413,0
35981,2343,0
3209,19088,0
755,71768,1
20805,35866,0
27107,98840,0
27104,29845,0
18327,11338,1
76045,2511,0
76045,21265,0
113114,805,0
27104,19760,0
27104,2474,0
35981,873,0
48944,63982,1
896,40502,0
40164,77127,0
5140,20874,0
896,5978,0
16611,16810,0
76045,18287,0
113114,54121,0
113114,96918,0
35981,114734,0
18427,35793,0
40164,40235,0
40164,107522,0
89380,3487,0
755,111573,0
35981,55733,0
56700,76115,0
389,2820,1
2551,93680,1
304,18570,1
20805,20464,0
755,25104,0
75011,104097,0
35981,115324,0
755,5090,0
36134,8866,0
3209,836,0
76045,35731,0
113114,54439,0
18327,35927,1
896,52172,0
2551,96870,1
2841,27095,1
471,85971,0
35981,88727,0
896,2586,0
304,20100,1
76045,21626,0
20805,3000,1
755,19385,0
20805,63638,0
4671,93697,0
579,44100,0
1756,88727,0
76045,22475,0
56700,56703,0
896,5429,0
102777,26884,1
49468,91433,0
40221,104693,0
755,18287,0
896,13951,0
35981,851,0
20805,105687,0
2273,81151,0
20805,20635,0
896,507,0
35981,36088,0
40164,12008,0
896,5090,0
113114,94725,0
46153,27313,1
76045,27421,0
58777,1492,1
20805,6010,1
701,74746,0
63797,99507,1
27104,13697,0
20195,29057,0
755,31382,1
40164,3215,0
755,2808,0
896,3664,0
755,54083,0
4671,55969,0
20805,40235,0
18472,1004,0
35981,21626,0
40164,94414,0
76045,5147,0
120142,13697,0
2273,118963,0
35981,34152,0
20805,475,0
19235,45006,0
1281,75391,0
2273,17461,0
27104,2587,0
2273,3703,1
27104,2297,0
18472,12268,0
896,44728,0
2273,4708,1
896,30898,0
40164,11446,0
27104,33028,1
113114,3303,0
40164,12625,0
2273,4821,0
113114,2310,0
76045,3682,0
755,1917,0
40164,76805,0
20805,2786,0
27104,755,1
40164,51492,0
755,2213,0
40164,54371,1
102777,6293,1
27104,54083,0
113114,49746,0
27104,610,0
40164,1309,0
113114,113147,0
46153,4708,1
40164,104808,1
896,3500,0
20805,4652,0
701,2165,0
49468,3427,0
76045,119430,0
27104,7913,0
755,2499,0
755,22326,0
1751,15803,0
20805,55063,1
27104,64055,0
12431,20635,0
20805,2793,0
27104,20026,0
40164,627,0
63574,5946,1
76045,890,0
113114,5986,0
18477,2844,0
2273,98889,0
20805,12851,0
579,3023,0
579,118617,0
18590,41381,1
4671,112745,0
113114,19927,0
35981,6010,0
31379,12687,0
40164,5140,0
76045,2824,0
4671,40153,0
27104,2645,0
232,28816,1
701,2659,1
35981,91168,0
20805,8105,1
270,27889,0
76045,11384,0
6010,19482,1
2273,114734,0
20805,18355,0
14758,15737,0
76045,100659,0
11317,54406,0
2273,40541,0
35901,1999,1
18472,65925,0
4780,72278,0
701,8252,0
755,3337,1
40164,74697,0
19235,72195,0
896,52249,0
20805,88913,0
76045,3215,0
701,71584,0
76045,2683,0
35981,3356,0
113114,177,0
20805,891,0
1055,7262,0
35901,11290,1
896,2082,0
113114,71160,0
55456,731,0
4780,115324,0
304,111717,0
16611,105687,0
113114,72195,0
5063,79993,1
76045,51399,0
76045,79848,0
2273,3392,0
35981,22475,0
27104,12659,0
896,12279,0
2243,888,1
755,12434,1
3161,40915,0
40164,13449,0
270,41118,0
48944,101609,0
20805,507,0
40164,1902,0
896,28977,0
35981,72284,0
53860,35894,1
27104,81375,0
30323,88727,0
755,14423,0
20805,118963,1
40164,1277,1
20805,64581,0
20805,6800,0
92989,55348,0
40164,4644,0
20805,36088,0
40164,3344,0
19235,94632,1
40164,99404,0
35981,9298,0
755,100451,1
19235,40967,1
102777,40707,1
896,1565,0
755,103674,0
2273,11401,1
3209,8154,0
2937,2877,1
40164,101095,1
270,6666,1
27104,19866,0
701,115336,0
4671,21220,0
755,47034,0
755,20635,0
76045,19760,0
113114,2286,0
35981,27378,0
896,47551,0
76045,7262,0
701,11442,0
3740,3608,0
701,12433,0
20805,4735,0
25104,108805,0
8966,19037,0
102777,6605,1
18327,31388,1
18327,6475,1
75322,40253,0
40164,1160,0
35981,9605,0
1994,1768,1
2273,5075,1
755,96918,0
701,33865,0
20805,27873,0
18327,112487,0
18327,70020,1
27104,71160,0
76045,2297,0
12620,24435,1
18327,35866,1
20805,21660,0
76045,27071,0
20805,4898,0
701,43184,0
40164,34954,0
896,29845,0
20805,21913,0
755,87088,0
5425,35744,0
40164,113060,0
579,20277,0
20805,118617,0
35981,2940,0
76045,36999,0
5063,75391,1
2273,85564,0
40164,33653,0
40164,55456,0
4902,1456,1
1004,2659,0
4671,40189,0
102777,1374,0
40164,19718,0
2841,2245,1
2273,2587,1
76045,8966,0
46153,15260,0
755,120142,0
896,2417,0
40164,112282,0
13904,53371,0
20805,114136,0
11317,36523,0
20805,76124,0
20805,18327,1
2273,75969,0
40164,40266,0
18327,2782,1
14758,8090,0
76045,3362,0
76045,35342,1
48944,11422,0
113114,76189,0
102777,3724,1
40164,83280,1
20805,974,0
2273,2789,1
579,99507,0
102777,72661,1
755,6186,0
59368,108805,0
46153,18811,0
755,104307,0
27104,4857,0
755,43716,1
49468,5975,0
35981,1653,0
701,117311,0
40164,17078,0
3740,2202,1
27104,113821,0
113114,3277,0
40164,71019,0
20805,3625,0
85818,4821,1
35981,11351,0
20805,2373,0
40164,58824,0
701,1374,0
755,92391,0
896,3608,0
27104,5063,1
27104,30950,0
102777,6816,1
4671,114136,0
40164,1794,0
701,1231,1
896,47822,0
35981,1456,0
75969,17167,0
270,52065,1
896,2272,0
701,69677,0
19235,2525,1
76045,30185,0
471,742,0
76045,13951,0
701,11290,0
309,11224,1
20805,33060,1
2273,22326,0
20805,4816,0
4780,101851,0
20805,5425,1
20805,53703,0
20805,35949,0
2841,1498,1
20805,1945,0
2273,12659,0
35981,1682,0
2273,4902,1
896,34152,0
76045,2474,0
18466,2148,0
755,113150,0
20805,43593,0
76045,45359,0
896,21626,0
896,118617,0
3209,2824,0
76063,77007,0
35981,2524,0
48944,36512,0
49468,18478,0
46153,44100,0
56700,47034,0
896,18460,0
896,1206,0
4708,1607,1
20805,20670,0
76045,30637,0
20805,3344,0
20805,99404,0
6066,106850,1
102777,2406,1
113114,1212,0
20805,119430,0
35981,70610,0
20805,76028,0
2937,617,1
701,96236,1
35981,63574,1
701,97938,1
113114,5978,0
20805,70406,0
20805,3506,0
102777,1560,1
755,1393,0
27104,3303,0
35981,507,0
40164,75085,0
2273,2373,0
40164,40121,0
49468,2147,0
35981,13449,0
4671,1492,0
48944,22318,0
76045,3071,0
27104,47747,0
113114,309,0
40164,873,0
76045,1208,0
12008,26913,0
35981,40537,0
18327,116854,1
40164,3664,1
2273,851,0
20805,58421,1
40196,75011,0
102777,2210,1
14758,108805,0
20805,19551,0
2273,85818,1
49468,85737,0
2273,2704,0
2712,3237,1
40164,40302,0
76045,12049,0
14758,118617,0
113114,104094,0
40164,490,0
896,81151,0
76045,4894,0
27104,3363,0
58777,2230,1
76045,2027,0
102777,70301,1
27107,64514,0
113114,14292,0
40164,118963,0
1557,79515,0
18477,2489,0
63574,91386,1
40164,1649,1
12433,55969,0
35981,1040,0
4671,12625,0
40164,106850,0
85818,1246,1
27104,4741,0
40164,22230,0
35981,94632,0
20195,375,0
701,26884,0
113114,10450,0
27104,34621,0
27104,106850,0
40164,1984,1
20805,15344,0
18327,115336,0
14758,75969,0
35981,5978,0
27104,1744,0
20805,42868,0
58842,25104,0
40196,52048,1
12850,3756,0
20805,83280,0
755,2877,0
27104,114621,0
579,8970,0
896,80043,0
755,19235,1
14758,4802,0
20805,375,0
27104,5629,0
896,3330,0
7319,40153,0
701,2333,1
5063,199,1
40164,65392,0
1004,2226,0
27104,17312,0
76063,119198,0
2273,57899,0
46153,8966,0
20805,1917,0
896,118710,0
104632,54439,0
82074,52599,0
1055,2147,0
76045,12613,0
3209,5975,0
896,146,0
701,35927,1
896,3039,0
27104,29545,0
35981,12617,0
76045,2399,0
20805,3427,0
40164,713,0
35981,1565,0
35981,1944,0
35981,40121,0
113114,1994,0
35981,111066,0
896,1170,0
46153,64055,0
113114,2344,0
113114,12617,0
896,54116,0
755,30185,0
4671,18289,1
896,75228,0
102777,1611,1
2273,52588,0
27104,788,0
2273,19866,1
40196,8754,0
27104,12620,1
65026,99811,0
78254,2165,0
2273,106730,0
18327,20406,1
579,30185,0
896,2587,0
40164,113020,0
27104,8154,0
873,29845,0
14758,96918,0
896,2738,0
938,9263,1
4827,59368,0
896,28331,0
27104,103367,0
27104,113150,0
304,26931,0
102777,3690,1
755,27378,0
46153,54451,0
19235,11351,1
40164,54129,1
76045,55131,0
40164,51885,0
20805,18287,1
701,706,0
40164,99,0
755,77063,0
76045,6475,0
2551,100141,1
4671,1599,0
3209,263,0
35981,18785,0
2273,16611,0
76045,4866,0
755,40914,0
113114,20607,0
896,41766,0
2273,1944,0
113114,36401,0
40164,1557,1
27104,3774,0
701,1444,0
4671,12661,0
40164,321,0
35981,26989,0
27104,4769,0
896,2038,0
2273,114136,0
35901,1277,1
20805,3664,0
40164,76296,1
30174,31383,1
20805,16117,0
113114,39647,0
40164,4780,0
579,36061,0
6010,92391,1
35981,3626,0
20805,2333,1
105707,1435,0
76045,63638,0
1277,231,1
14758,199,1
20805,22960,0
40164,111717,0
304,2056,0
63556,11194,1
304,6816,0
2712,2796,1
35981,70004,0
3209,85399,0
896,106850,0
40164,44832,0
19235,71544,0
4671,23430,0
20805,1599,1
113114,91386,0
270,3763,0
76045,33060,0
27104,72241,0
20805,6475,0
701,85399,0
20805,1984,1
20805,35793,0
2273,19037,0
2587,5090,1
1840,52065,1
52772,40254,0
3209,18892,0
755,16117,0
76045,26422,0
896,1578,0
113114,2683,0
113114,81031,0
40164,2643,0
40164,26856,0
27104,52590,0
896,54451,0
76045,42469,0
76045,65542,0
896,21063,0
40164,36162,1
40164,90544,1
79848,44728,0
27104,88504,0
1756,94556,0
14758,13951,0
76045,14758,1
63556,28183,0
113114,111239,0
113114,600,0
12106,1765,0
40164,66172,0
755,30323,0
20805,48944,0
18327,101617,1
3161,32146,0
20805,54439,0
896,1005,0
20805,85971,0
755,1208,0
40164,26924,0
304,40565,0
4671,5140,0
63574,104362,1
19235,101851,0
3209,871,0
76045,2998,0
2273,2027,0
1492,2230,1
40164,43716,1
270,13822,1
896,12499,0
1895,94771,0
40164,52579,0
20805,35739,1
76045,3500,0
76045,2712,0
7319,3720,1
40164,2372,0
27104,69005,0
2273,11224,0
20805,600,0
40164,65712,0
27107,6751,1
76045,2793,0
20805,19479,0
755,45013,0
899,19928,0
2273,101080,0
755,38633,0
896,19482,0
46153,70004,1
755,69949,0
56700,9847,0
113114,3682,0
76045,4902,1
20805,890,0
1170,3774,1
35981,117270,0
755,33554,1
49468,2532,1
896,3726,0
40164,81359,0
896,2340,0
755,40539,0
14004,578,1
1498,5406,1
20805,19162,0
76045,94333,0
46153,93599,0
23563,64626,0
20805,7549,0
4671,2474,1
75322,54015,0
35981,5986,0
896,2937,0
701,84840,0
755,36162,1
76045,29845,0
35981,102663,0
896,108366,0
76045,29535,0
3025,36174,0
40164,1278,0
27104,76124,0
49468,389,0
18472,16470,0
113114,2877,0
20805,3303,0
40164,3345,0
701,36512,0
40164,78254,0
76045,114438,0
35981,1564,0
113114,114734,0
896,44677,0
40164,71768,1
20805,78743,1
270,247,1
40164,92989,0
113114,36088,0
76045,72908,0
4671,1557,0
40164,40627,0
35901,11219,1
304,33865,0
20805,4802,0
27104,71380,0
3209,34166,0
76045,2437,0
701,2230,0
113114,77118,0
12106,75617,0
27104,2532,0
701,1902,0
40164,64671,1
27104,78024,0
20805,120808,0
5425,1231,1
27104,527,0
35981,99,0
49468,1277,1
2273,27024,0
20805,71891,0
2273,70610,0
56700,4644,0
76045,43826,0
113114,2417,0
40164,11544,0
40164,2901,0
113447,1917,0
20805,8866,1
102777,2377,1
20195,18405,1
2273,119151,0
3209,75502,0
4671,905,0
1055,52772,0
2273,507,0
579,71380,0
2273,19793,0
20805,1528,0
2841,11290,1
40164,32076,0
5425,59673,0
20805,4897,0
27104,64323,0
896,40221,0
27104,12499,0
27104,118710,0
40164,999,0
113114,2808,0
113114,119360,0
20195,11338,0
40164,12433,0
113114,21660,0
76045,87088,0
76045,3237,0
471,1492,0
76045,111441,0
755,873,1
2273,94333,0
896,2499,0
579,2619,0
3209,1004,0
40164,3773,0
35981,35788,0
471,1349,0
541,5970,1
2273,2586,0
27104,69677,0
40164,79515,0
20805,120142,0
27104,14758,1
20805,3471,0
76045,12851,0
304,114361,0
4671,88504,0
1635,29146,0
40164,8315,0
76045,1141,0
896,2273,0
7319,12851,1
76045,12268,0
76045,1839,0
20805,28809,0
105707,29533,1
1055,75502,0
76045,1990,1
40164,112633,0
20805,2082,0
1994,8105,0
113114,146,0
27104,18785,0
35981,4902,0
2489,54091,0
40164,30950,0
20805,5995,0
76045,47034,0
20805,2483,0
40164,1581,0
20805,239,1
1756,92391,0
579,27313,0
896,80801,0
18466,11303,0
76045,4652,0
