UID,FirstName,AmbiguityScore,Gender,EmployeeType
67594,None,NotFound,I,NonEnron
67596,Kevin,0.957393257,M,NonEnron
67597,Katie,0.406378918,F,NonEnron
67598,Kmcgee,NotFound,I,NonEnron
67599,Katie,0.406378918,F,NonEnron
67601,Kathee,0,F,NonEnron
67602,Katrina,0.371767839,F,NonEnron
67603,K,NotFound,I,NonEnron
67604,Keith,0.937046453,M,NonEnron
67605,Kmchugh,NotFound,I,NonEnron
67606,None,NotFound,I,NonCore
67608,None,NotFound,I,NonEnron
67610,None,NotFound,I,NonEnron
67611,Kevin,0.957393257,M,NonEnron
67614,Kent,0.525972142,M,NonEnron
67615,None,NotFound,I,NonCore
67617,None,NotFound,I,NonEnron
67618,None,NotFound,I,NonCore
67619,None,NotFound,I,NonEnron
67620,Killian,NotFound,I,NonEnron
67621,Kate,0,F,NonEnron
67622,Kmcop,NotFound,I,NonEnron
67624,Kmcspadd,NotFound,I,NonEnron
67625,Ken,0.145523338,M,NonEnron
67626,None,NotFound,I,NonEnron
67628,None,NotFound,I,NonEnron
67629,Karla,0.388423097,F,NonEnron
67631,None,NotFound,I,NonEnron
67633,Kmelville,NotFound,I,NonEnron
67634,None,NotFound,I,NonEnron
67635,Keith,0.937046453,M,NonEnron
67636,Ken,0.145523338,M,NonEnron
67640,Kay,5.389359302,F,NonEnron
67642,Kmewig,NotFound,I,NonEnron
67643,Kenneth,0.740739916,M,NonEnron
67644,Kathy,0.442781554,F,NonEnron
67645,Kim,32.33551132,F,NonEnron
67646,Ken,0.145523338,M,NonEnron
67647,Kenneth,0.740739916,M,NonEnron
67648,Kent,0.525972142,M,NonEnron
67649,None,NotFound,I,NonEnron
67650,None,NotFound,I,NonEnron
67652,Kelly,39.28729316,F,NonEnron
67653,None,NotFound,I,NonEnron
67654,None,NotFound,I,NonEnron
67655,None,NotFound,I,NonEnron
67661,None,NotFound,I,NonEnron
67663,None,NotFound,I,NonEnron
67664,Kenny,1.698896361,M,NonEnron
67665,Kmilliga,NotFound,I,NonEnron
67666,Kelly,39.28729316,F,NonEnron
67667,None,NotFound,I,NonEnron
67668,Mills,0,M,NonEnron
67669,None,NotFound,I,NonEnron
67670,None,NotFound,I,NonEnron
67671,Kmitchel,NotFound,I,NonEnron
67672,None,NotFound,I,NonEnron
67674,Kathleen,0.475639316,F,NonEnron
67675,None,NotFound,I,NonEnron
67676,None,NotFound,I,NonEnron
67677,None,NotFound,I,NonEnron
67678,None,NotFound,I,NonEnron
67679,Kim,32.33551132,F,NonEnron
67680,None,NotFound,I,NonEnron
67681,Kurt,0.423526415,M,NonEnron
67682,Kathryn,0.481081359,F,NonEnron
67683,Kristi,0.347146887,F,NonEnron
67684,Kristi,0.347146887,F,NonEnron
67685,Kristin,2.412552529,F,NonEnron
67688,Kristi,0.347146887,F,NonCore
67690,Kevin,0.957393257,M,NonEnron
67693,Kyle,14.20959147,M,NonEnron
67695,Kathy,0.442781554,F,NonEnron
67696,Katherine,0.6284653,F,NonEnron
67698,Kmorgan,NotFound,I,NonEnron
67699,Koji,0,M,NonCore
67700,None,NotFound,I,NonEnron
67701,Kathy,0.442781554,F,NonEnron
67702,Kirby,8.99165061,M,NonEnron
67703,None,NotFound,I,NonEnron
67706,Kmoxness,NotFound,I,NonEnron
67707,,NotFound,I,NonEnron
67708,None,NotFound,I,NonEnron
67709,Karen,0.480579758,F,NonEnron
67710,Kimberly,1.226079032,F,NonEnron
67711,Kmpeabody,NotFound,I,NonEnron
67712,Kathy,0.442781554,F,NonEnron
67715,None,NotFound,I,NonEnron
67716,Kathy,0.442781554,F,NonEnron
67717,Kms,NotFound,I,NonCore
67718,Kim,32.33551132,F,NonEnron
67719,None,NotFound,I,NonEnron
67720,Kmschutte,NotFound,I,NonEnron
67721,None,NotFound,I,NonEnron
67722,None,NotFound,I,NonEnron
67723,,NotFound,I,NonEnron
67724,None,NotFound,I,NonEnron
67725,None,NotFound,I,NonEnron
67726,Kristen,2.880786676,F,NonEnron
67727,None,NotFound,I,NonEnron
67728,Kim,32.33551132,F,NonEnron
67729,Krystal,0,F,NonCore
67730,Kevin,0.957393257,M,NonEnron
67733,None,NotFound,I,NonEnron
67736,Ken,0.145523338,M,NonEnron
67738,None,NotFound,I,NonEnron
67739,Kathy,0.442781554,F,NonEnron
67740,Katy,0,F,NonEnron
67741,None,NotFound,I,NonEnron
67742,None,NotFound,I,NonEnron
67743,Com,NotFound,I,NonEnron
67744,Knauth,NotFound,I,NonCore
67745,None,NotFound,I,NonEnron
67746,None,NotFound,I,NonEnron
67747,None,NotFound,I,NonEnron
67749,None,NotFound,I,NonEnron
67750,None,NotFound,I,NonEnron
67751,None,NotFound,I,NonEnron
67752,Kneen,NotFound,I,NonCore
67753,None,NotFound,I,NonEnron
67754,Kneese,NotFound,I,NonEnron
67757,Katie,0.406378918,F,NonCore
67759,None,NotFound,I,NonCore
67760,Kara,0.881471973,F,NonEnron
67761,Kelly,39.28729316,F,NonEnron
67764,Charlotte,0.604387356,F,NonEnron
67767,Kevin,0.957393257,M,NonEnron
67768,Kevan,4.778972521,M,NonEnron
67769,None,NotFound,I,NonEnron
67770,Lisa,0.54717905,F,NonEnron
67771,None,NotFound,I,NonEnron
67772,Knhorak,NotFound,I,NonEnron
67773,None,NotFound,I,NonEnron
67774,Silva,0,F,NonEnron
67777,Robert,0.735430845,M,NonCore
67779,Knightrider,NotFound,I,NonEnron
67780,Sherri,0.438758788,F,NonEnron
67781,Stacey,20.78895273,F,NonEnron
67782,Chad,0.880790215,M,NonEnron
67783,None,NotFound,I,NonEnron
67785,Knipe,NotFound,I,NonCore
67786,Nina,0.439238653,F,NonEnron
67787,Knisely,NotFound,I,NonCore
67788,None,NotFound,I,NonEnron
67789,None,NotFound,I,NonEnron
67790,None,NotFound,I,NonEnron
67791,None,NotFound,I,NonEnron
67792,None,NotFound,I,NonEnron
67795,John,0.728227303,M,NonEnron
67796,Lynn,40.20772296,F,NonEnron
67797,Burlington,NotFound,I,NonEnron
67798,Joe,5.321591423,M,NonEnron
67799,Kyle,14.20959147,M,NonCore
67800,Knorr,NotFound,I,NonCore
67801,Kevin,0.957393257,M,NonEnron
67803,Norton,0,M,NonEnron
67804,None,NotFound,I,NonEnron
67805,Kerry,92.13883121,M,NonEnron
67806,None,NotFound,I,NonEnron
67807,John,0.728227303,M,NonEnron
67808,Knouse,NotFound,I,NonCore
67809,None,NotFound,I,NonEnron
67810,,NotFound,I,NonEnron
67811,Kristi,0.347146887,F,NonEnron
67812,Knowledge,NotFound,I,NonCore
67813,None,NotFound,I,NonEnron
67814,Knowledgeman,NotFound,I,NonEnron
67815,None,NotFound,I,NonEnron
67816,None,NotFound,I,NonEnron
67817,Knox,0,M,NonCore
67818,None,NotFound,I,NonEnron
67819,None,NotFound,I,NonEnron
67820,Kevin,0.957393257,M,NonEnron
67821,Tom,0.62200817,M,NonEnron
67822,Knox,0,M,NonEnron
67823,Wayne,0.756867203,M,NonCore
67824,None,NotFound,I,NonEnron
67825,None,NotFound,I,NonEnron
67826,Koben,NotFound,I,NonEnron
67827,Ken,0.145523338,M,NonEnron
67828,None,NotFound,I,NonEnron
67829,Karen,0.480579758,F,NonEnron
67830,Koblegard,NotFound,I,NonCore
67831,None,NotFound,I,NonEnron
67832,None,NotFound,I,NonEnron
67833,Koch,NotFound,I,NonCore
67834,None,NotFound,I,NonEnron
67835,Peter,0.592872332,M,NonEnron
67836,Kevin,0.957393257,M,NonEnron
67837,Kevin,0.957393257,M,NonCore
67838,Kocourek,NotFound,I,NonCore
67840,None,NotFound,I,NonEnron
67841,None,NotFound,I,NonEnron
67843,Kody,19.53488372,M,NonEnron
67845,Brian,0.682515661,M,NonEnron
67848,Koerner,NotFound,I,NonCore
67849,Glenn,1.149137312,M,NonEnron
67850,None,NotFound,I,NonEnron
67851,None,NotFound,I,NonEnron
67854,Kogut,NotFound,I,NonCore
67855,None,NotFound,I,NonEnron
67856,Kohler,NotFound,I,NonCore
67857,None,NotFound,I,NonEnron
67858,Sandeep,5.291005291,M,NonCore
67859,Kohlihaas,NotFound,I,NonEnron
67860,Ken,0.145523338,M,NonEnron
67861,None,NotFound,I,NonEnron
67862,Kohnke,NotFound,I,NonCore
67863,None,NotFound,I,NonEnron
67864,Koin,NotFound,I,NonEnron
67865,Kok,NotFound,I,NonEnron
67866,Koji,0,M,NonEnron
67867,Koko,NotFound,I,NonEnron
67868,Kolarick,NotFound,I,NonCore
67869,Kolarik,NotFound,I,NonCore
67870,Kolb,NotFound,I,NonCore
67871,Kolbeck,NotFound,I,NonCore
67873,None,NotFound,I,NonEnron
67874,Koleosho,NotFound,I,NonCore
67875,Koliba,NotFound,I,NonCore
67878,Joseph,0.773648964,M,NonEnron
67879,Kenneth,0.740739916,M,NonCore
67880,Ken,0.145523338,M,NonEnron
67881,Kath,0,F,NonEnron
67882,Kolby,0,M,NonEnron
67883,Keith,0.937046453,M,NonEnron
67884,Koller,NotFound,I,NonCore
67886,None,NotFound,I,NonEnron
67888,Etta,0.096891401,F,NonEnron
67890,None,NotFound,I,NonEnron
67891,Karen,0.480579758,F,NonEnron
67892,Chrysoula,NotFound,I,NonEnron
67893,Kommor,NotFound,I,NonCore
67894,Komo,NotFound,I,NonEnron
67895,Kon,NotFound,I,NonEnron
67896,Kirk,0.5308509,M,NonEnron
67897,Konrad,0,M,NonEnron
67898,None,NotFound,I,NonEnron
67899,Konstantin,0,M,NonCore
67900,Kari,1.743331233,F,NonEnron
67901,Vito,0,M,NonCore
67902,Vs,NotFound,I,NonEnron
67904,Konur,NotFound,I,NonEnron
67905,Koogler,NotFound,I,NonCore
67907,None,NotFound,I,NonEnron
67908,None,NotFound,I,NonEnron
67909,Slava,NotFound,I,NonEnron
67910,Koopman,NotFound,I,NonEnron
67911,None,NotFound,I,NonEnron
67912,Kopetzky,NotFound,I,NonCore
67913,Michael,0.898324087,M,NonCore
67914,Kopp,NotFound,I,NonCore
67915,None,NotFound,I,NonEnron
67916,Ray,3.143279769,M,NonEnron
67917,None,NotFound,I,NonEnron
67919,Michael,0.898324087,M,NonEnron
67920,Korbeck,NotFound,I,NonEnron
67921,Koren,1.302083333,F,NonEnron
67922,None,NotFound,I,NonEnron
67923,None,NotFound,I,NonEnron
67928,Karen,0.480579758,F,NonEnron
67929,None,NotFound,I,NonEnron
67930,Korkow,NotFound,I,NonCore
67932,Korn,NotFound,I,NonCore
67933,Joel,2.474974784,M,NonEnron
67934,None,NotFound,I,NonEnron
67935,Chico,0,M,NonEnron
67939,None,NotFound,I,NonEnron
67940,Kory,20.79439252,M,NonEnron
67941,Korydegan,NotFound,I,NonEnron
67942,Koryn,0,F,NonEnron
67943,Korynne,NotFound,I,NonCore
67944,None,NotFound,I,NonEnron
67947,None,NotFound,I,NonEnron
67948,None,NotFound,I,NonEnron
67949,Kossow,NotFound,I,NonCore
67950,Kosta,0,M,NonEnron
67951,Sergio,0.691550669,M,NonEnron
67952,None,NotFound,I,NonEnron
67953,Konstantin,0,M,NonEnron
67955,None,NotFound,I,NonEnron
67956,None,NotFound,I,NonCore
67957,None,NotFound,I,NonEnron
67958,Sp,NotFound,I,NonEnron
67960,Kotrous,NotFound,I,NonCore
67961,None,NotFound,I,NonEnron
67962,None,NotFound,I,NonEnron
67963,None,NotFound,I,NonEnron
67964,None,NotFound,I,NonEnron
67969,Suz,0,F,NonCore
67970,Joseph,0.773648964,M,NonEnron
67971,None,NotFound,I,NonEnron
67972,Kovin,NotFound,I,NonCore
67973,None,NotFound,I,NonEnron
67974,None,NotFound,I,NonEnron
67976,Kowitt,NotFound,I,NonEnron
67977,Kozak,NotFound,I,NonCore
67978,None,NotFound,I,NonEnron
67979,None,NotFound,I,NonEnron
67981,None,NotFound,I,NonEnron
67984,Kevin,0.957393257,M,NonEnron
67985,Karen,0.480579758,F,NonEnron
67987,Kparadis,NotFound,I,NonEnron
67988,None,NotFound,I,NonEnron
67989,None,NotFound,I,NonEnron
67991,Kim,32.33551132,F,NonEnron
67992,Ken,0.145523338,M,NonEnron
67993,None,NotFound,I,NonEnron
67994,Kristin,2.412552529,F,NonCore
67996,Kathy,0.442781554,F,NonEnron
67997,Kyle,14.20959147,M,NonEnron
67998,Kirk,0.5308509,M,NonEnron
68000,Kathryn,0.481081359,F,NonEnron
68001,None,NotFound,I,NonEnron
68002,Kevin,0.957393257,M,NonEnron
68003,Kieran,19.60104076,M,NonEnron
68004,Kat,NotFound,I,NonEnron
68005,Kimberly,1.226079032,F,NonEnron
68006,None,NotFound,I,NonEnron
68007,Ken,0.145523338,M,NonEnron
68008,Kpegels,NotFound,I,NonEnron
68009,None,NotFound,I,NonEnron
68010,Kpempek,NotFound,I,NonEnron
68014,None,NotFound,I,NonEnron
68016,None,NotFound,I,NonEnron
68017,None,NotFound,I,NonEnron
68018,Peterson,0,M,NonEnron
68019,None,NotFound,I,NonEnron
68020,None,NotFound,I,NonEnron
68021,Kevin,0.957393257,M,NonEnron
68024,None,NotFound,I,NonCore
68025,Kevin,0.957393257,M,NonEnron
68026,None,NotFound,I,NonEnron
68027,None,NotFound,I,NonEnron
68029,Kathy,0.442781554,F,NonEnron
68030,None,NotFound,I,NonEnron
68031,None,NotFound,I,NonCore
68032,Kevin,0.957393257,M,NonEnron
68033,Kevin,0.957393257,M,NonEnron
68034,Kplatter,NotFound,I,NonEnron
68035,None,NotFound,I,NonEnron
68036,Kerry,92.13883121,M,NonEnron
68037,Kerim,0,M,NonEnron
68038,Ken,0.145523338,M,NonEnron
68039,Mike,0.652273932,M,NonCore
68041,None,NotFound,I,NonEnron
68042,Kpolozie,NotFound,I,NonEnron
68043,Kpom,NotFound,I,NonEnron
68044,Kevin,0.957393257,M,NonEnron
68045,Eileen,0.551000008,F,NonEnron
68046,Kpoole,NotFound,I,NonEnron
68048,Kevin,0.957393257,M,NonEnron
68049,None,NotFound,I,NonEnron
68050,Kposadas,NotFound,I,NonEnron
68051,Ken,0.145523338,M,NonEnron
68052,None,NotFound,I,NonEnron
68053,None,NotFound,I,NonEnron
68056,Kpp,NotFound,I,NonEnron
68059,None,NotFound,I,NonEnron
68060,Kelly,39.28729316,F,NonEnron
68061,Karl,1.623774974,M,NonEnron
68063,None,NotFound,I,NonEnron
68065,Ctaenronkirit,NotFound,I,NonCore
68066,None,NotFound,I,NonCore
68067,None,NotFound,I,NonEnron
68068,None,NotFound,I,NonEnron
68069,None,NotFound,I,NonEnron
68070,Kquandt,NotFound,I,NonEnron
68073,None,NotFound,I,NonEnron
68074,Kristin,2.412552529,F,NonCore
68075,None,NotFound,I,NonEnron
68076,Kashif,0,M,NonCore
68077,Karl,1.623774974,M,NonEnron
68078,None,NotFound,I,NonEnron
68079,None,NotFound,I,NonEnron
68081,None,NotFound,I,NonEnron
68082,Kraig,0,M,NonCore
68083,None,NotFound,I,NonEnron
68084,Michael,0.898324087,M,NonEnron
68085,Krainey,NotFound,I,NonEnron
68086,Kelly,39.28729316,F,NonEnron
68087,None,NotFound,I,NonEnron
68088,Kraisler,NotFound,I,NonEnron
68090,None,NotFound,I,NonEnron
68091,None,NotFound,I,NonEnron
68093,Chris,31.83223711,M,NonEnron
68094,Randolph,0.547606904,M,NonEnron
68095,Paul,0.716978514,M,NonEnron
68096,Karol,9.363811622,F,NonEnron
68097,Krannawitter,NotFound,I,NonCore
68098,None,NotFound,I,NonEnron
68099,Kratka,NotFound,I,NonCore
68100,Krause,NotFound,I,NonCore
68101,None,NotFound,I,NonEnron
68102,Krauser,NotFound,I,NonCore
68103,Keith,0.937046453,M,NonEnron
68104,Kenneth,0.740739916,M,NonEnron
68105,None,NotFound,I,NonEnron
68106,None,NotFound,I,NonEnron
68107,Kathe,0,F,NonEnron
68108,Kenneth,0.740739916,M,NonEnron
68109,Kurt,0.423526415,M,NonEnron
68110,None,NotFound,I,NonCore
68111,Krcomey,NotFound,I,NonEnron
68112,None,NotFound,I,NonEnron
68113,None,NotFound,I,NonEnron
68114,Krebosk,NotFound,I,NonEnron
68115,Krebs,NotFound,I,NonCore
68116,None,NotFound,I,NonEnron
68118,None,NotFound,I,NonEnron
68119,Krista,0.451789324,F,NonCore
68121,None,NotFound,I,NonEnron
68122,Kreg,0,M,NonCore
68125,Kreg,0,M,NonEnron
68126,Jay,2.48140882,M,NonEnron
68128,None,NotFound,I,NonEnron
68129,Kaye,6.801485761,F,NonEnron
68130,Kreinbring,NotFound,I,NonEnron
68131,Kimberlie,0,F,NonEnron
68132,Rick,0.342981429,M,NonCore
68135,Kremijio,NotFound,I,NonEnron
68136,None,NotFound,I,NonEnron
68137,Krenzer,NotFound,I,NonCore
68138,None,NotFound,I,NonEnron
68139,None,NotFound,I,NonCore
68140,Kresta,0,F,NonEnron
68141,Kretlow,NotFound,I,NonEnron
68142,Kretman,NotFound,I,NonCore
68143,Andreas,0.679809653,M,NonEnron
68145,Kit,67.68447837,M,NonEnron
68146,None,NotFound,I,NonEnron
68147,Ken,0.145523338,M,NonEnron
68149,Kri,NotFound,I,NonEnron
68150,Kri,NotFound,I,NonEnron
68151,None,NotFound,I,NonCore
68156,Ken,0.145523338,M,NonEnron
68157,Kristi,0.347146887,F,NonEnron
68158,Krieck,NotFound,I,NonEnron
68159,Krieg,0,M,NonCore
68160,Krieger,NotFound,I,NonCore
68161,Luke,0.33808912,M,NonEnron
68162,Hollis,47.96588683,M,NonEnron
68163,Krienschmidtm,NotFound,I,NonEnron
68164,Kristina,0.535895331,F,NonEnron
68166,Katherine,0.6284653,F,NonEnron
68167,None,NotFound,I,NonEnron
68168,Kris,90.63650477,F,NonCore
68170,Kris,90.63650477,F,NonEnron
68171,Kris,90.63650477,F,NonEnron
68172,Kris,90.63650477,F,NonEnron
68173,Kris,90.63650477,F,NonEnron
68174,Kris,90.63650477,F,NonCore
68175,Kris,90.63650477,F,NonEnron
68176,Kris,90.63650477,F,NonEnron
68177,Kris,90.63650477,F,NonEnron
68178,Kris,90.63650477,F,NonCore
68179,Kris,90.63650477,F,NonCore
68181,Kris,90.63650477,F,NonEnron
68182,Kris,90.63650477,F,NonEnron
68183,Krisa,0,F,NonEnron
68184,Kris,90.63650477,F,NonEnron
68185,None,NotFound,I,NonEnron
68186,Krisi,0,F,NonEnron
68187,Kris,90.63650477,F,NonEnron
68190,Krishna,58.97435897,F,NonEnron
68191,Krishnan,NotFound,I,NonCore
68192,None,NotFound,I,NonEnron
68193,None,NotFound,I,NonEnron
68194,Pinnamaneni,NotFound,I,NonCore
68195,Krishnashaas,NotFound,I,NonEnron
68196,Krishna,58.97435897,F,NonEnron
68199,Kris,90.63650477,F,NonEnron
68200,Kevin,0.957393257,M,NonEnron
68201,Krisna,NotFound,I,NonEnron
68202,Krissy,0,F,NonEnron
68203,Krista,0.451789324,F,NonCore
68204,Krista,0.451789324,F,NonEnron
68208,None,NotFound,I,NonEnron
68209,Kristan,22.0625962,F,NonEnron
68210,Kris,90.63650477,F,NonEnron
68213,Krista,0.451789324,F,NonEnron
68214,Krista,0.451789324,F,NonEnron
68216,Kristen,2.880786676,F,NonEnron
68217,Kriste,0,F,NonCore
68219,Kristen,2.880786676,F,NonEnron
68220,Kristen,2.880786676,F,NonCore
68221,Kristen,2.880786676,F,NonEnron
68225,Kristen,2.880786676,F,NonCore
68230,Kristen,2.880786676,F,NonEnron
68231,Kristen,2.880786676,F,NonEnron
68232,Kristen,2.880786676,F,NonEnron
68235,Kristen,2.880786676,F,NonEnron
68236,Kristen,2.880786676,F,NonCore
68237,Kristen,2.880786676,F,NonEnron
68238,Steven,0.588763263,M,NonEnron
68239,Kristen,2.880786676,F,NonCore
68240,Kristen,2.880786676,F,NonEnron
68241,Rich,0,M,NonEnron
68242,Kristen,2.880786676,F,NonEnron
68243,Kristenbradley,NotFound,I,NonEnron
68244,Kristen,2.880786676,F,NonEnron
68245,Kristen,2.880786676,F,NonEnron
68247,None,NotFound,I,NonEnron
68248,Kristen,2.880786676,F,NonEnron
68249,Kristen,2.880786676,F,NonEnron
68250,Kristen,2.880786676,F,NonEnron
68252,Kris,90.63650477,F,NonEnron
68261,Kristi,0.347146887,F,NonEnron
68264,Kristi,0.347146887,F,NonCore
68265,Kristi,0.347146887,F,NonEnron
68266,Kristi,0.347146887,F,NonEnron
68270,Kristi,0.347146887,F,NonEnron
68271,Kristi,0.347146887,F,NonEnron
68272,Kristi,0.347146887,F,NonCore
68273,Kristi,0.347146887,F,NonEnron
68274,Kristi,0.347146887,F,NonEnron
68275,Kristi,0.347146887,F,NonEnron
68278,Kristian,36.79097462,M,NonEnron
68279,Kristian,36.79097462,M,NonEnron
68280,Kristian,36.79097462,M,NonEnron
68281,None,NotFound,I,NonEnron
68282,Kristie,0.269354418,F,NonCore
68283,None,NotFound,I,NonEnron
68284,None,NotFound,I,NonEnron
68285,None,NotFound,I,NonEnron
68291,Kristin,2.412552529,F,NonEnron
68295,Kristin,2.412552529,F,NonEnron
68300,Kristin,2.412552529,F,NonEnron
68301,Kristin,2.412552529,F,NonEnron
68302,Kristin,2.412552529,F,NonEnron
68303,Kristin,2.412552529,F,NonEnron
68304,Kristin,2.412552529,F,NonEnron
68305,Kristin,2.412552529,F,NonEnron
68310,Kristin,2.412552529,F,NonCore
68311,Kristin,2.412552529,F,NonEnron
68313,Kristin,2.412552529,F,NonEnron
68317,Kristin,2.412552529,F,NonEnron
68318,Kristin,2.412552529,F,NonEnron
68320,Kristin,2.412552529,F,NonEnron
68321,Kristin,2.412552529,F,NonEnron
68322,Kristin,2.412552529,F,NonEnron
68323,Kristin,2.412552529,F,NonEnron
68325,Kristina,0.535895331,F,NonEnron
68327,Kristina,0.535895331,F,NonCore
68329,Kristina,0.535895331,F,NonCore
68331,Kristina,0.535895331,F,NonCore
68332,Kristina,0.535895331,F,NonCore
68333,Kristina,0.535895331,F,NonEnron
68334,Kristina,0.535895331,F,NonEnron
68335,Kristina,0.535895331,F,NonEnron
68336,Kristina,0.535895331,F,NonEnron
68337,Kristina,0.535895331,F,NonCore
68339,Kristina,0.535895331,F,NonCore
68340,Kristin,2.412552529,F,NonEnron
68341,Kristin,2.412552529,F,NonEnron
68342,None,NotFound,I,NonEnron
68343,Kristin,2.412552529,F,NonEnron
68346,Kristine,0.425208283,F,NonEnron
68347,Kristine,0.425208283,F,NonEnron
68348,Kristine,0.425208283,F,NonEnron
68349,Kristine,0.425208283,F,NonEnron
68350,Kristin,2.412552529,F,NonEnron
68354,Kristin,2.412552529,F,NonEnron
68355,None,NotFound,I,NonEnron
68356,Kristi,0.347146887,F,NonEnron
68357,Kristi,0.347146887,F,NonEnron
68358,None,NotFound,I,NonEnron
68359,Kristopher,1.004214113,M,NonEnron
68360,Kristopher,1.004214113,M,NonCore
68361,Kristopher,1.004214113,M,NonEnron
68362,Kristov,NotFound,I,NonCore
68366,Kristy,0.540189408,F,NonCore
68367,Kristy,0.540189408,F,NonCore
68368,Kristy,0.540189408,F,NonEnron
68370,Kristy,0.540189408,F,NonCore
68371,Kristy,0.540189408,F,NonEnron
68372,Kristyl,0,F,NonEnron
68373,Kristyn,0,F,NonEnron
68374,Kristyn,0,F,NonEnron
68375,Kristy,0.540189408,F,NonEnron
68376,Kristy,0.540189408,F,NonEnron
68377,Kristy,0.540189408,F,NonEnron
68378,Krisy,0,F,NonEnron
68379,Kris,90.63650477,F,NonEnron
68380,Phil,0.474419797,M,NonEnron
68381,None,NotFound,I,NonEnron
68382,None,NotFound,I,NonEnron
68384,Kent,0.525972142,M,NonEnron
68385,George,1.322297324,M,NonEnron
68386,,NotFound,I,NonEnron
68387,None,NotFound,I,NonEnron
68388,None,NotFound,I,NonEnron
68389,Kristin,2.412552529,F,NonEnron
68390,Kathy,0.442781554,F,NonEnron
68391,None,NotFound,I,NonEnron
68392,Kevin,0.957393257,M,NonEnron
68393,Kimberly,1.226079032,F,NonEnron
68394,Kathryn,0.481081359,F,NonEnron
68395,Ken,0.145523338,M,NonEnron
68396,None,NotFound,I,NonEnron
68397,Ken,0.145523338,M,NonEnron
68398,Kyle,14.20959147,M,NonCore
68399,Krocco,NotFound,I,NonEnron
68400,None,NotFound,I,NonEnron
68401,Kathleen,0.475639316,F,NonEnron
68402,Suzanne,0.442223876,F,NonEnron
68403,Kyle,14.20959147,M,NonEnron
68404,Karen,0.480579758,F,NonEnron
68405,Kevin,0.957393257,M,NonEnron
68406,None,NotFound,I,NonEnron
68407,None,NotFound,I,NonEnron
68408,None,NotFound,I,NonEnron
68409,Tom,0.62200817,M,NonEnron
68410,None,NotFound,I,NonEnron
68411,Fernando,1.078568108,M,NonEnron
68412,Harvey,1.170081999,M,NonEnron
68413,Kronenberger,NotFound,I,NonCore
68415,None,NotFound,I,NonEnron
68416,Joe,5.321591423,M,NonEnron
68418,None,NotFound,I,NonEnron
68419,None,NotFound,I,NonEnron
68420,Ralph,0.802918434,M,NonEnron
68421,Kristin,2.412552529,F,NonEnron
68422,None,NotFound,I,NonEnron
68423,None,NotFound,I,NonEnron
68424,Teruo,0,M,NonEnron
68425,Kristi,0.347146887,F,NonEnron
68426,Krstephe,NotFound,I,NonEnron
68427,Kevin,0.957393257,M,NonEnron
68428,Kristen,2.880786676,F,NonEnron
68429,Kurt,0.423526415,M,NonEnron
68430,Karl,1.623774974,M,NonEnron
68432,Ruddy,0,M,NonEnron
68433,Krueger,NotFound,I,NonCore
68434,John,0.728227303,M,NonEnron
68435,None,NotFound,I,NonEnron
68437,Krug,NotFound,I,NonCore
68439,Robin,24.38892525,F,NonEnron
68441,Krumnow,NotFound,I,NonCore
68442,None,NotFound,I,NonEnron
68443,Krunveeaol,NotFound,I,NonEnron
68446,Lisa,0.54717905,F,NonEnron
68447,Kruse,NotFound,I,NonEnron
68448,Kruse,NotFound,I,NonCore
68449,Krutakl,NotFound,I,NonEnron
68450,Kristi,0.347146887,F,NonEnron
68451,Karen,0.480579758,F,NonEnron
68452,Ken,0.145523338,M,NonEnron
68453,None,NotFound,I,NonEnron
68454,Kay,5.389359302,F,NonEnron
68455,Kryder,NotFound,I,NonCore
68459,None,NotFound,I,NonEnron
68461,None,NotFound,I,NonEnron
68463,Karen,0.480579758,F,NonEnron
68464,Kent,0.525972142,M,NonEnron
68467,Kim,32.33551132,F,NonEnron
68468,Reagan,89.1025641,M,NonEnron
68469,Katie,0.406378918,F,NonEnron
68471,Sance,NotFound,I,NonEnron
68472,Kathryn,0.481081359,F,NonEnron
68473,None,NotFound,I,NonEnron
68474,Kim,32.33551132,F,NonEnron
68475,None,NotFound,I,NonEnron
68476,Ksandoval,NotFound,I,NonEnron
68477,Kimery,0,F,NonEnron
68478,None,NotFound,I,NonEnron
68479,Kelley,24.0467504,F,NonEnron
68480,Kelley,24.0467504,F,NonEnron
68481,None,NotFound,I,NonEnron
68483,Kschellin,NotFound,I,NonEnron
68484,None,NotFound,I,NonEnron
68485,Kara,0.881471973,F,NonEnron
68487,Kari,1.743331233,F,NonEnron
68488,None,NotFound,I,NonEnron
68489,Karl,1.623774974,M,NonEnron
68490,None,NotFound,I,NonEnron
68491,Kathy,0.442781554,F,NonEnron
68493,Ken,0.145523338,M,NonEnron
68495,None,NotFound,I,NonEnron
68496,None,NotFound,I,NonEnron
68497,Kathy,0.442781554,F,NonEnron
68498,Kathleen,0.475639316,F,NonEnron
68499,None,NotFound,I,NonEnron
68500,Kathleen,0.475639316,F,NonEnron
68501,Kevin,0.957393257,M,NonEnron
68502,Kelly,39.28729316,F,NonEnron
68503,Kruskaia,NotFound,I,NonEnron
68504,Kathy,0.442781554,F,NonEnron
68505,None,NotFound,I,NonEnron
68506,Karen,0.480579758,F,NonEnron
68507,Kathi,0,F,NonEnron
68508,None,NotFound,I,NonEnron
68509,Kevin,0.957393257,M,NonEnron
68511,None,NotFound,I,NonEnron
